question,category,ground_truth_answer,source_doc_id,source_context
Apa saja tugas yang diberikan kepada Panitia Wisuda Gelombang III Universitas Pendidikan Indonesia Tahun 2025 berdasarkan Keputusan Rektor?,procedural,"Tugas Panitia Wisuda Gelombang III adalah: 1. Melakukan persiapan-persiapan kegiatan wisuda gelombang III Tahun 2025; 2. Mengkoordinasikan rencana dan pelaksanaan kegiatan wisuda gelombang III Tahun 2025 sehingga terlaksana dengan baik, teratur, dan penuh tanggung jawab; dan 3. Melaporkan hasil pelaksanaan kegiatan wisuda gelombang III Tahun 2025 kepada Rektor Universitas Pendidikan Indonesia.",31330ed2-a947-46a0-ac21-d07295577d84,"KEDUA : Menugaskan kepada Panitia sebagaimana dimaksud pada diktum KESATU Keputusan Rektor ini untuk:
1. Melakukan persiapan-persiapan kegiatan wisuda gelombang III Tahun 2025;
2. Mengkoordinasikan rencana dan pelaksanaan kegiatan wisuda gelombang III Tahun 2025 sehingga terlaksana dengan baik, teratur, dan penuh tanggung jawab; dan
3. Melaporkan hasil pelaksanaan kegiatan wisuda gelombang III Tahun 2025 kepada Rektor Universitas Pendidikan Indonesia."
Langkah apa yang harus dilakukan untuk mengetahui daftar peserta program Outbound Student Mobility Fakultas Pendidikan Ekonomi dan Bisnis UPI ke Universiti Teknologi Mara berdasarkan dokumen ini?,procedural,"Melihat Lampiran Keputusan Rektor Universitas Pendidikan Indonesia Nomor 1203/UN40.R4/KM.02.02/2026 tentang Peserta Program Outbound Student Mobility Fakultas Pendidikan Ekonomi dan Bisnis Universitas Pendidikan Indonesia ke Universiti Teknologi Mara, kemudian membaca tabel daftar peserta yang memuat kolom No., NIM, Nama, dan Program Studi.",c0569d17-8533-45c8-8810-752287cf2b34,"LAMPIRAN
KEPUTUSAN REKTOR UNIVERSITAS PENDIDIKAN INDONESIA
NOMOR 1203/UN40.R4/KM.02.02/2026
TENTANG
PESERTA PROGRAM OUTBOUND STUDENT MOBILITY
FAKULTAS PENDIDIKAN EKONOMI DAN BISNIS
UNIVERSITAS PENDIDIKAN INDONESIA KE UNIVERSITI TEKNOLOGI MARA

Tabel ini berisi data 17 mahasiswa yang terpilih untuk mengikuti program tersebut. Tabel memiliki 4 kolom:

| No. | NIM       | Nama                         | Program Studi                     |
|-----|-----------|------------------------------|-----------------------------------|
| 1   | 2305894   | Salsabila Hasna Aifa         | Manajemen                         |
| 2   | 2409574   | Aulia Salma Zharifa          | Manajemen                         |
| 3   | 2304836   | Aulyasa Hanif Cantara        | Manajemen                         |
| 4   | 2309294   | Abdul Jabbar                 | Manajemen                         |
| 5   | 2404153   | Muhammad Imran Naufal        | Pendidikan Bisnis                 |
| 6   | 2403927   | Aldhiya Ananta Putri         | Pendidikan Ekonomi                |
| 7   | 2409891   | Arli Erlangga                | Pendidikan Manajemen Perkantoran  |
| 8   | 2407071   | Gita Pramesti                | Pendidikan Manajemen Perkantoran  |
| 9   | 2401772   | Latifah Khairun Nisa         | Ilmu Ekonomi dan Keuan"
Bagaimana prosedur perubahan susunan pelaksana Pusat Unggulan Universitas Center of Advanced Technologies for Sustainable Education UPI periode 2023-2027 berdasarkan keputusan rektor ini?,procedural,"Perubahan dilakukan dengan menetapkan Keputusan Rektor yang mengubah Lampiran Keputusan Rektor Nomor 1275/UN40/KP/09.00/2023 menjadi sebagaimana tercantum dalam Lampiran Keputusan Rektor ini, dan keputusan ini mulai berlaku pada tanggal ditetapkan dan berlaku surut sejak 2 Januari 2025.",776026b6-e8e7-4e02-9465-8cef83ba0d48,"KESATU | Mengubah Lampiran Keputusan Rektor Nomor 1275/UN40/KP/09.00/2023 tentang Pelaksana Pusat Unggulan Universitas Center of Advanced Technologies for Sustainable Education Universitas Pendidikan Indonesia Periode 2023-2027, menjadi sebagaimana tercantum dalam Lampiran Keputusan Rektor ini.
KEDUA | Keputusan Rektor ini mulai berlaku pada tanggal ditetapkan dan berlaku surut sejak 2 Januari 2025."
Apa saja kewajiban peserta Outbound Student Mobility Program SEA-Teacher berdasarkan Keputusan Rektor ini?,procedural,Peserta wajib mengikuti kegiatan SEA-Teacher dengan melakukan praktek mengajar di sekolah yang dikelola perguruan tinggi mitra di luar negeri selama 1 (satu) bulan.,80a54699-40c1-498d-b0e7-79b2955866f5,Peserta sebagaimana dimaksud pada diktum KESATU wajib mengikuti kegiatan SEA- Teacher dengan melakukan praktek mengajar di sekolah yang dikelola perguruan tinggi mitra di luar negeri selama 1 (satu) bulan.
Bagaimana prosedur penetapan Pengelola Website Fakultas Pendidikan Ilmu Pengetahuan Sosial Universitas Pendidikan Indonesia Tahun 2025 berdasarkan Keputusan Rektor Nomor 267/UN40/KP.09.00/2025?,procedural,"Prosedurnya dimulai dari adanya Surat Dekan Fakultas Pendidikan Ilmu Pengetahuan Sosial Nomor B-0422/UN40.A2/HK.02/2025 tanggal 23 Januari 2025 perihal Permohonan Penerbitan SK Rektor Pengelola Website Fakultas, kemudian Rektor menetapkan Keputusan Rektor tentang Pengelola Website Fakultas Pendidikan Ilmu Pengetahuan Sosial Universitas Pendidikan Indonesia Tahun 2025 yang mulai berlaku pada tanggal ditetapkan dan berlaku surut sejak tanggal 2 Januari 2025.",cd6be368-b8af-4fe5-bccd-ba433cdf549d,"Menimbang : a. bahwa sesuai dengan Surat Dekan Fakultas Pendidikan Ilmu Pengetahuan Sosial Nomor B-0422/UN40.A2/HK.02/2025 tanggal 23 Januari 2025 hal Permohonan Penerbitan SK Rektor Pengelola Website Fakultas, perlu menetapkan Keputusan Rektor dimaksud; b. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, perlu menetapkan Keputusan Rektor tentang Pengelola Website Fakultas Pendidikan Ilmu Pengetahuan Sosial Universitas Pendidikan Indonesia Tahun 2025; KETIGA : Keputusan Rektor ini mulai berlaku pada tanggal ditetapkan, dan berlaku surut sejak tanggal 2 Januari 2025."
Berapa total mahasiswa Fakultas Kedokteran (FK) yang mengikuti program student mobility ke Universiti Malaya pada tanggal 3 sampai 6 Juli 2026 berdasarkan keputusan rektor ini?,multi-hop,4 mahasiswa,192a2b6d-38be-4c9c-ba88-27031c912d5d,"DAFTAR PESERTA STUDENT MOBILITY PROMOTING UNITY THROUGH LEARNING AND STUDENT EXCHANGE PADA SEMETER GANJIL TAHUN AKADEMIK 2026/2027

| No. | NIM       | Nama Mahasiswa           | Program Studi   | Fakultas | Institusi Tujuan             | Tanggal Kegiatan     |
|-----|-----------|--------------------------|-----------------|----------|------------------------------|----------------------|
| 1   | 2400168   | Nathan Akhtar Akbar      | S1 Kedokteran   | FK       | Universiti Malaya, Malaysia | 3 – 6 Juli 2026      |
| 2   | 2311942   | Marshafwah Wafi          | S1 Kedokteran   | FK       | Universiti Malaya, Malaysia | 3 – 6 Juli 2026      |
| 3   | 2311954   | Naufal Reginald Abiyasa  | S1 Kedokteran   | FK       | Universiti Malaya, Malaysia | 3 – 6 Juli 2026      |
| 4   | 2403039   | Tsabita Imania Rahmani   | S1 Kedokteran   | FK       | Universiti Malaya, Malaysia | 3 – 6 Juli 2026      |"
Apa prosedur yang mendasari Rektor dalam menetapkan Keputusan tentang Mahasiswa Pekerja Paruh Waktu ini?,procedural,Prosedurnya didasari oleh pertimbangan untuk membantu pelaksanaan kegiatan operasional Asrama dan Dormitory dan adanya surat usulan dari Direktur Direktorat Bisnis.,a4aa6c7d-ffd9-4727-aa7e-bbd6a20a7ff4,"a. bahwa untuk membantu pelaksanaan kegiatan operasional Asrama dan Dormitory Universitas Pendidikan Indonesia yang dikelola oleh Direktorat Bisnis, perlu mengangkat mahasiswa pekerja paruh waktu;
b. bahwa sesuai Surat Direktur Direktorat Bisnis Nomor B-56/UN40.H1/PK.02.00/2026 tanggal 26 Januari 2026 hal Usulan Penerbitan SK Mahasiswa Paruh Waktu, perlu menetapkan Keputusan Rektor dimaksud;
c. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a dan huruf b, perlu menetapkan Keputusan Rektor tentang Mahasiswa Pekerja Paruh Waktu pada Direktorat Bisnis Universitas Pendidikan Indonesia Tahun 2026;"
"Berdasarkan pertimbangan penetapan keputusan ini, dari mana permohonan penerbitan Keputusan Rektor tentang Tim Verifikasi Dokumen Prestasi SNBP 2026 berasal?",procedural,Berasal dari Surat Direktur Direktorat Pendidikan Nomor B-1255/UN40.F1/TM.01.00/2026 hal Permohonan Penerbitan Keputusan Rektor.,b72a38d8-4b3b-45bb-935d-ae0ddaf24ad0,"b. bahwa sesuai Surat Direktur Direktorat Pendidikan Nomor B- 1255/UN40.F1/TM.01.00/2026 hal Permohonan Penerbitan Keputusan Rektor, perlu menetapakan Keputusan Rektor dimaksud;"
"Apa saja jabatan yang proses seleksinya diatur dalam Peraturan Rektor Nomor 5325/UN40/HK/2015, dan apa dasar hukum nasional yang menjadi landasan penetapan peraturan tersebut?",multi-hop,"Jabatan yang proses seleksinya diatur adalah Calon Dekan, Calon Wakil Direktur Sekolah Pascasarjana, dan Calon Direktur Direktorat. Dasar hukum nasionalnya adalah Undang-Undang Nomor 20 Tahun 2003 tentang Sistem Pendidikan Nasional dan Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi.",e4834dd6-2871-4b9d-9dae-b56b9ea23f32,"PERA TURAN REKTOR UNIVERSITAS PENDIDIKAN INDONESIA NOMOR 5325/UN40/HK/2015

TENTANG

T A TA CARA PELAKSANAAN SELEKSI CALON DEKAN, CALON W AKIL DIREKTUR SEKOLAH PASCASARJANA, DAN CALON DIREKTUR DIREKTORA T DI LINGKUNGAN UNIVERSITAS PENDIDIKAN INDONESIA

Mengingat | Undang-Undang Nomor 20 Tahun 2003 tentang Sistem Pendidikan Nasional (Lembaran Negara Republik Indonesia Tahun 2003 Nomor 78, Tambahan Lembaran Negara Republik Indonesia Nomor 4301); Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi (Lembaran Negara Republik Indonesia Tahun 2012 Nomor 158,…"
Bagaimana prosedur penetapan peserta Program Praktik Pengalaman Lapangan Pendidikan Profesi Guru Calon Guru Gelombang 1 Semester 1 Tahun 2026 berdasarkan keputusan rektor ini?,procedural,"Peserta ditetapkan melalui Keputusan Rektor yang memutuskan nama-nama peserta sebagaimana tercantum dalam Lampiran Keputusan Rektor, dan keputusan ini mulai berlaku pada tanggal ditetapkan.",8ba85f04-58a8-424f-b437-6b456b2f020b,"MEMUTUSKAN:

: KEPUTUSAN REKTOR TENTANG PESERTA PROGRAM PRAKTIK PENGALAMAN LAPANGAN PENDIDIKAN PROFESI GURU CALON GURU GELOMBANG 1 SEMESTER 1 TAHUN 202626.

: Menetapkan Peserta Program Praktik Pengalaman Lapangan Pendidikan Profesi Guru Calon Guru Gelombang 1 Semester 1 Tahun 2026, sebagaimana tercantum dalam Lampiran Keputusan Rektor ini.

: Dana kegiatan sebagaimana dimaksud pada diktum KESATU, dibebankan pada RKAT Sekolah Pascasarjana UPI Tahun Anggaran 2026.

: Keputusan Rektor ini mulai berlaku pada tanggal ditetapkan."
Apa kewajiban mahasiswa yang ditetapkan sebagai peserta magang di Australia berdasarkan keputusan rektor ini?,procedural,"Mahasiswa wajib mengikuti kegiatan magang dengan melakukan praktek mengajar di sekolah mitra Kedutaan Republik Indonesia di Canberra, Australia selama 3 (tiga) bulan.",52c1c518-8bcb-456e-829d-e1537ed401a2,"Mahasiswa sebagaimana dimaksud pada diktum KESATU wajib mengikuti kegiatan magang dengan melakukan praktek mengajar di sekolah mitra Kedutaan Republik Indonesia di Canberra, Australia selama 3 (tiga) bulan."
Apa saja pertimbangan yang mendasari Rektor Universitas Pendidikan Indonesia menetapkan Peraturan Rektor tentang Pembukaan Program Studi Kimia Program Magister?,procedural,Pertimbangannya meliputi: a. ketentuan Pasal 65 ayat (3) huruf g Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi; b. ketentuan Pasal 25 ayat (2) huruf g Peraturan Pemerintah Nomor 15 Tahun 2014 tentang Statuta Universitas Pendidikan Indonesia; c. ketentuan Pasal 52 ayat (3) Peraturan Majelis Wali Amanat Nomor 03/PER/MWA UPI/2015 sebagaimana telah diubah ketiga kalinya dengan Peraturan Majelis Wali Amanat Nomor 04/PER/MWA UPI/2019; d. Keputusan BAN-PT Nomor 22/SK/BAN-PT/Min Akred/M/111/2020; e. Surat Senat Akademik Nomor 068/UN40.SA/TU/2020.,b22b6fca-0f41-45ed-b698-994708aad1e4,"Menimbang : a. bahwa berdasarkan ketentuan Pasal 65 ayat (3) huruf g Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi, Perguruan Tinggi Negeri badan hukum memiliki wewenang untuk membuka, menyelenggarakan, dan menutup Program Studi; b. bahwa berdasarkan ketentuan Pasal 25 ayat (2) huruf g Peraturan Pemerintah Nomor 15 Tahun 2014 tentang Statuta Universitas Pendidikan Indonesia, Rektor berwenang membuka dan menutup Departemen, Program Studi, dan unit-unit akademik lainnya dengan memperhatikan pertimbangan Senat Akademik; c. bahwa berdasarkan ketentuan Pasal 52 ayat (3) Peraturan Majelis Wali Amanat Nomor 03/PER/MWA UPI/2015 tentang Peraturan Pelaksanaan Peraturan Pemerintah Nomor 15 Tahun 2014 tentang Statuta Universitas Pendidikan Indonesia sebagaimana telah diubah ketiga kalinya dengan Peraturan Majelis Wali Amanat Nomor 04/PER/MWA UPI/2019 tentang Perubahan Ketiga Atas Peraturan Majelis Wali Amanat Nomor 03/PER/MWA UPI/2015 tentang Peraturan Pelaksanaan Peraturan Pemerintah Nomor 15 Tahun 2014 tentang Statuta Universitas Pendidikan Indonesia, pembukaan Program Studi dilaksanakan dengan memperhatikan pertimbangan Senat Akademik; d. bahwa Badan Akreditasi Nasional Perguruan Tinggi melalui Keputusan Nomor 22/SK/BAN-PT/Min Akred/M/111/2020 tanggal 24 Maret 2020 menetapkan Program Studi Kimia Program Magister Universitas Pendidikan Indonesia telah memenuhi persyaratan minimum akreditasi dan peringkat akreditasi; e. bahwa Senat Akademik Universitas Pendidikan Indonesia melalui Surat Nomor 068/UN40.SA/TU/2020 tanggal 4 Maret 2020 telah memberikan persetujuan atas pembukaan Program Studi Kimia Program Magister pada Fakultas Pendidikan Matematika dan Ilmu Pengetahuan Alam Universitas Pendidikan Indonesia; f. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, huruf b, huruf c, huruf d, dan huruf e, perlu menetapkan Peraturan Rektor tentang Pembukaan Program Studi Kimia Program Magister pada Fakultas Pendidikan Matematika dan Ilmu Pengetahuan Alam Universitas Pendidikan Indonesia;"
Siapa yang menjabat sebagai Ketua Satuan Kendali Mutu pada Fakultas Pendidikan Ekonomi dan Bisnis Universitas Pendidikan Indonesia berdasarkan keputusan rektor ini?,procedural,"Dr. Neni Sri Wulandari, S.Pd, M.Si.",1256e4de-4a17-480d-ac47-a24cd9259c23,"A. Satuan Kendali Mutu pada Fakultas Pendidikan Ekonomi dan Bisnis Universitas Pendidikan Indonesia Ketua : Dr. Neni Sri Wulandari, S.Pd, M.Si."
Siapa saja yang terlibat dalam struktur kepengurusan UKM Perisai Diri tahun 2025?,procedural,"Pengarah, Pembina, Pembimbing, Dewan Penasehat, Penanggung Jawab Teknik, Pelatih, Ketua, Sekretaris, Bendahara, Bidang Pendidikan dan Latihan Anggota, Bidang Kewirausahaan, dan Anggota.",9cb9494c-3794-487a-8702-2072d3a285c5,"SUSUNAN PENGURUS UNIT KEGIATAN MAHASISWA PERISAI DIRI UNIVERSITAS PENDIDIKAN INDONESIA TAHUN 2025

Pengarah

Pembina

Pembimbing

Dewan Penasehat

Penanggung Jawab Teknik

Pelatih

Ketua

Sekretaris

Bendahara

Bidang Pendidikan dan Latihan Anggota

Bidang Kewirausahaan

Anggota"
Apa yang harus dilakukan pelaksana SPD jika di kemudian hari terdapat kelebihan pembayaran biaya perjalanan dinas luar negeri?,procedural,Menyetorkan kelebihan tersebut ke Kas UPI/Kas Negara.,527e1bc6-7bf7-49c8-9ec5-e2ad05852849,"2. Jumlah uang tersebut pada angka 1 di atas benar-benar dikeluarkan untuk pelaksanaan Perjalanan Dinas dimaksud dan apabila di kemudian hari terdapat kelebihan atas pembayaran, kami bersedia untuk menyetorkan kelebihan trersebut ke Kas UPI/ Kas Negara."
Apa langkah pertama yang harus dilakukan oleh pihak terkait sebelum Rektor menetapkan Keputusan Rektor tentang Penerima Beasiswa Yayasan Bakti Sosial Santoso Tahun 2025 berdasarkan dokumen ini?,procedural,Mengirimkan Surat Permohonan Pembuatan SK Penerima Beasiswa Santoso.,9dc915bd-e164-4148-8b32-d2f0138e8b80,"bahwa sesuai Surat Nomor B-1578/UN40.F11/KM.01.00/2025 tanggal 25 September 2025 hal Permohonan Pembuatan SK Penerima Beasiswa Santoso, perlu menetapkan Keputusan Rektor tentang Penerima Beasiswa Yayasan dimaksud;"
Apa langkah yang harus dilakukan untuk mengubah Operator PDDIKTI pada Program Studi Pendidikan Ilmu Komputer berdasarkan Keputusan Rektor ini?,procedural,Mengubah Operator PDDIKTI pada Program Studi Pendidikan Ilmu Komputer dan Program Studi Pendidikan Ilmu Pengetahuan Alam dalam Lampiran Keputusan Rektor Nomor 131/UN40/KP.06.00/2026 menjadi sebagaimana tercantum dalam Lampiran Keputusan Rektor ini.,15a9259e-2d24-47a9-9eb1-ae59d2314617,"Mengubah Operator PDDIKTI pada Program Studi Pendidikan Ilmu Komputer dan Program Studi Pendiidikan Ilmu Pengetahuan Alam dalam Lampiran Keputusan Rektor Nomor 131/UN40/KP.06.00/2026 tentang Operator, Pengelola, dan Pemeriksa Pengadaan Barang/Jasa pada Fakultas Pendidikan Matematika dan Ilmu Pengetahuan Alam Universitas Pendidikan Indonesia Tahun 2026, menjadi sebagaimana tercantum dalam Lampiran Keputusan Rektor ini."
"Apa nomor keputusan rektor yang menetapkan Rachma Cantika Damayanti sebagai penyelenggara program Tutorial Pendidikan Agama Islam-Seminar Pendidikan Agama Islam di UPI tahun 2026, dan dari fakultas mana mahasiswa tersebut berasal?",multi-hop,"Nomor keputusan rektor adalah 952/UN40.R1/KM.07.07/2026, dan Rachma Cantika Damayanti berasal dari FPMIPA.",eab1cb04-3fb4-439b-a3b1-ee4ead4e6af5,"LAMPIRAN KEPUTUSAN REKTOR UNIVERSITAS PENDIDIKAN INDONESIA NOMOR 952/UN40.R1/KM.07.07/2026 TENTANG MAHASISWA PENYELENGGARA PROGRAM TUTORIAL PENDIDIKAN AGAMA ISLAM-SEMINAR PENDIDIKAN AGAMA ISLAM DI LINGKUNGAN UNIVERSITAS PENDIDIKAN INDONESIA TAHUN 2026

DAFTAR MAHASISWA PENYELENGGARA PROGRAM TUTORIAL PENDIDIKAN AGAMA ISLAM-SEMINAR PENDIDIKAN AGAMA ISLAM DI LINGKUNGAN UNIVERSITAS PENDIDIKAN INDONESIA TAHUN 2026

| No. | Nama Mahasiswa | NIM | Prodi | Fakultas |
|-----|----------------|-----|-------|----------|
1. Rachma Cantika Damayanti | 239339 | Pendidikan Matematika | FPMIPA"
Apa langkah pertama yang harus dilakukan untuk mengetahui daftar nama mahasiswa yang dinyatakan lulus dalam Uji Kompetensi PPG Dalam Jabatan Batch-4 Kementerian Agama Tahun 2025 di UPI berdasarkan keputusan ini?,procedural,Melihat Lampiran Keputusan Rektor ini.,dc5f553b-4f67-46f4-9bd0-f05d41eb0889,KESATU | Menetapkan Kelulusan Uji Kompetensi Mahasiswa Pendidikan Profesi Guru Dalam Jabatan Batch-4 Kementerian Agama Tahun 2025 Di Universitas Pendidikan Indonesia sebagaimana tercantum dalam Lampiran Keputusan Rektor ini.
"Apa dasar hukum yang digunakan untuk menetapkan perubahan Keputusan Rektor tentang Tim Pengelola Pusat Unggulan Pencak Silat UPI, dan dari mana permohonan perubahan tersebut berasal?",multi-hop,"Dasar hukumnya meliputi Undang-Undang Nomor 12 Tahun 2012, Peraturan Pemerintah Nomor 4 Tahun 2014, Peraturan Pemerintah Nomor 15 Tahun 2014, Peraturan Pemerintah Nomor 26 Tahun 2015, Peraturan Majelis Wali Amanat Nomor 03/PER/MWA UPI/2015, Keputusan Majelis Wali Amanat Nomor 10/UN40.MWA/KP/2025, dan Keputusan Rektor Nomor 2891/UN40/PT.04/2025. Permohonan perubahan berasal dari Surat Direktur Direktorat Inovasi, Hilirisasi, dan Science Techno Park UPI Nomor 277/UN40.F8/PT.04/2026 tanggal 4 Mei 2026.",0670c7b4-11ac-4c95-8061-87066bcc2d69,"Menimbang : bahwa sesuai dengan Surat Direktur Direktorat Inovasi, Hilirisasi, dan Science Techno Park Universitas Pendidikan Indonesia Nomor 277/UN40.F8/PT.04/2026 tanggal 4 Mei 2026 hal Permohonan Perubahan SK Tim Pengelola PU Pencak Silat, perlu menetapkan Keputusan Rektor dimaksud;
Mengingat : Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi (Lembaran Negara Republik Indonesia Tahun 2012 Nomor 158. Tambahan Lembaran Negara Republik Indonesia Nomor 5336);
Peraturan Pemerintah Nomor 4 Tahun 2014 tentang Penyelenggaraan Pendidikan Tinggi dan Pengelolaan Perguruan Tinggi (Lembaran Negara Republik Indonesia Tahun 2014 Nomor 16. Tambahan Lembaran Negara Republik Indonesia Nomor 5500);
Peraturan Pemerintah Nomor 15 Tahun 2014 tentang Statuta Universitas Pendidikan Indonesia (Lembaran Negara Republik Indonesia Tahun 2014 Nomor 41, Tambahan Lembaran Negara Republik Indonesia Nomor 5509);
Peraturan Pemerintah Nomor 26 Tahun 2015 tentang Bentuk dan Mekanisme Pendanaan Perguruan Tinggi Negeri Badan Hukum (Lembaran Negara Republik Indonesia Tahun 2015 Nomor 110, Tambahan Lembaran Negara Republik Indonesia Nomor 5699) sebagaimana telah diubah dengan Peraturan pemerintah Nomor 8 Tahun 202…
Peraturan Majelis Wali Amanat Nomor 03/PER/MWA UP1/2015 tentang Peraturan Pelaksanaan Peraturan Pemerintah Nomor 15 Tahun 2014 tentang Statuta Universitas Pendidikan Indonesia sebagaimana telah diubah beberapa kali, terakhir diubah dengan Peraturan Majelis Wali Amanat Nomor 02/PER/MWA UPI/2025 tenta…
Keputusan Majelis Wali Amanat Nomor 10/UN40.MWA/KP/2025 tentang Pemberhentian Rektor Universitas Pendidikan Indonesia Periode 2020-2025 dan Pengangkatan Rektor Universitas Pendidikan Indonesia Periode 2025-2030;
Keputusan Rektor Nomor 2891/UN40/PT.04/2025 tentang Tim Pengelola Pusat Unggulan Pencak Silat Universitas Pendidikan Indonesia Periode 2025-2029;"
Bagaimana prosedur pengangkatan Satuan Kendali Mutu dan Gugus Kendali Mutu pada Kampus UPI di Cibiru Tahun 2025 berdasarkan keputusan rektor ini?,procedural,"Rektor menetapkan Keputusan Rektor tentang Satuan Kendali Mutu dan Gugus Kendali Mutu pada Kampus UPI di Cibiru Tahun 2025, mengangkat personel sebagaimana tercantum dalam Lampiran, dan membebankan honorarium kegiatan pada RKAT Kampus UPI di Cibiru Tahun Anggaran 2025.",a12d9201-f36b-4bc3-8c38-b6501d0d84e0,"MEMUTUSKAN:

Menetapkan :
KEPUTUSAN REKTOR UNIVERSITAS PENDIDIKAN INDONESIA TENTANG SATUAN KENDALI MUTU DAN GUGUS KENDALI MUTU PADA KAMPUS UNIVERSITAS PENDIDIKAN INDONESIA DI CIBIRU TAHUN 2025.

KESATU :
Mengangkat Satuan Kendali Mutu dan Gugus Kendali Mutu pada Kampus Universitas Pendidikan Indonesia di Cibiru Tahun 2025, sebagaimana tercantum dalam Lampiran Keputusan Rektor ini.

KEDUA :
Honorarium kegiatan sebagaimana dimaksud pada diktum KESATU, dibebankan pada RKAT Kampus Universitas Pendidikan Indonesia di Cibiru Tahun Anggaran 2025.

KETIGA :
Keputusan Rektor ini mulai berlaku pada tanggal ditetapkan."
Apa dasar hukum yang digunakan dalam proses pengadaan barang/jasa di UPI menurut keputusan ini?,procedural,Peraturan Presiden Nomor 16 Tahun 2018 tentang Pengadaan Barang/Jasa Pemerintah sebagaimana telah diubah kedua kalinya dengan Peraturan Presiden Nomor 46 Tahun 2025.,3f19f2f1-bce0-49ed-a52a-5c1d9f91aa2b,7. Peraturan Presiden Nomor 16 Tahun 2018 tentang Pengadaan Barang/Jasa Pemerintah (Lembaran Negara Republik Indonesia Tahun 2018 Nomor 33) sebagaimana telah diubah kedua kalinya dengan Peraturan Presiden Nomor 46 Tahun 2025 tentang Perubahan Kedua atas Peraturan Presiden Nomor 16 Tahun 2018 tentang Pengadaan Barang/Jasa Pemerintah (Lembaran Negara Republik Indonesia Tahun 2025 Nomor 67);
Bagaimana prosedur penetapan Panitia RIKSA BAHASA XIX Universitas Pendidikan Indonesia Tahun 2025 berdasarkan Keputusan Rektor ini?,procedural,"Prosedur penetapan dimulai dari adanya Surat Dekan Fakultas Pendidikan Bahasa dan Sastra Universitas Pendidikan Indonesia Nomor B-5890/UN40.A3/KP.07.07/2025 tanggal 23 September 2025 hal Usulan SK Rektor Panitia RIKSA BAHASA XIX Tahun 2025, kemudian Rektor menetapkan Keputusan Rektor tentang Panitia RIKSA BAHASA XIX Universitas Pendidikan Indonesia Tahun 2025.",daa68a3d-136f-4966-95c5-75bdd1e04480,"a. bahwa sesuai Surat Dekan Fakultas Pendidikan Bahasa dan Sastra Universitas Pendidikan Indonesia Nomor B-5890/UN40.A3/KP.07.07/2025 tanggal 23 September 2025 hal Usulan SK Rektor Panitia RIKSA BAHASA XIX Tahun 2025, perlu menetapkan Keputusan Rektor dimaksud;
b. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, perlu menetapkan Keputusan Rektor tentang Panitia RIKSA BAHASA XIX Universitas Pendidikan Indonesia Tahun 2025;"
Apa tujuan pengembangan aplikasi pelaporan kinerja UPI dan surat apa yang menjadi dasar permohonan penerbitan Keputusan Rektor untuk tim pengembangnya?,multi-hop,"Tujuannya adalah untuk mendukung penyelenggaraan pelaporan kinerja yang akuntabel, terintegrasi, dan akurat pada unit kerja di lingkungan UPI. Surat yang menjadi dasar permohonan adalah Surat Wakil Rektor Bidang Perencanaan dan Keuangan Nomor B-2111/UN40/PR.06/2026 tanggal 13 Maret 2026.",e09087db-1936-42fd-94e7-4e37545d48df,"a. bahwa untuk mendukung penyelenggaraan pelaporan kinerja yang akuntabel, terintegrasi, dan akurat pada unit kerja di lingkungan Universitas Pendidikan Indonesia, diperlukan pengembangan dan pengelolaan aplikasi pelaporan kinerja (E- reporting) agar tetap sesuai dengan perkembangan kebutuhan, dan sesuai dengan Surat Wakil Rektor Bidang Perencanaan dan Keuangan Nomor B-2111/UN40/PR.06/2026 tanggal 13 Maret 2026 hal Permohonan Penerbitan Surat Keputusan Rektor, perlu mengangkat Tim Pengembang Aplikasi dimaksud dengan Keputusan Rektor;"
Keputusan Rektor UPI Nomor 52/UN40/KP.06.00/2026 ditetapkan berdasarkan surat permohonan dari Direktur Kampus UPI di Serang. Apa nomor surat permohonan tersebut dan kapan tanggal surat itu diterbitkan?,multi-hop,Nomor B-5/UN40.C5/HK.00.03/2026 tanggal 2 Januari 2026,99ef7d9b-f16b-4cf3-8670-556b6d7f3d49,"Menimbang

: a. bahwa sesuai Surat Direktur Kampus Universitas Pendidikan Indonesia di Serang Nomor B-5/UN40.C5/HK.00.03/2026 tanggal 2 Januari 2026 hal Permohonan Penerbitan SK Rektor Tentang Tugas Tambahan Tahun 2026, perlu menetapkan Keputusan Rektor dimaksud;

Mengingat

b. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, perlu menetapkan Keputusan Rektor tentang Kepala Laboratorium pada Kampus Universitas Pendidikan Indonesia di Serang Tahun 2026;"
